STUDENTID,ACADYEAR,SEMESTER,CAMPUSID,COURSEID,CAMPUSNAME,CURRIC,COURSENAME,SECTIONGROUP,CREDIT
351689,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351689,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351689,2553,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,40501,4
351689,2553,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,100002,3
351689,2553,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,830001,3
351689,2553,2,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,8201,1
351689,2553,2,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,320001,3
351689,2554,3,2,NS132,RANGSIT,521,ADOLESCENT HEALTH,812301,3
351689,2555,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351689,2555,2,2,PY211,RANGSIT,521,GENERAL PSYCHOLOGY,810001,3
351689,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,40002,3
351689,2555,2,2,SW478,RANGSIT,521,GENDER IN SOCIAL DEVELOPMENT AND HUMAN SECURITY,820001,3
351690,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351690,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351690,2553,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,230001,3
351690,2555,1,2,SW365,RANGSIT,521,FAMILY LIFE  SEX EDUCATION AND ETHICS,820001,3
351690,2555,2,2,CS377,RANGSIT,521,DIGITAL IMAGE PROCESSING,50001,3
351690,2555,2,2,TU122,RANGSIT,521,LAW IN EVERYDAY LIFE,890001,3
351690,2556,1,2,SW365,RANGSIT,521,FAMILY LIFE  SEX EDUCATION AND ETHICS,820001,3
351691,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351691,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351691,2553,2,2,MA211,RANGSIT,521,CALCULUS 1,20001,3
351691,2553,3,1,LA209,THA PRACHAN,521,CIVIL AND COMMERCIAL LAW,598401,3
351691,2554,2,2,CS296,RANGSIT,521,ART AND DESIGN FOUNDATIONS,890001,3
351692,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351692,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351692,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351692,2553,2,2,MA221,RANGSIT,521,ELEMENTARY LOGIC AND SET THEORY,60001,3
351692,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351692,2556,1,2,CS409,RANGSIT,521,SELECTED TOPICS IN COMPUTER SCIENCE,830001,3
351693,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351693,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351693,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351693,2554,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351693,2556,1,2,CS409,RANGSIT,521,SELECTED TOPICS IN COMPUTER SCIENCE,830001,3
351694,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351694,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351694,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351694,2554,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351694,2556,1,2,CS406,RANGSIT,521,SELECTED TOPICS  IN ADVANCED  SOFWARE ENGINEERING TECHNOLOGY,20001,3
351694,2556,2,2,CS407,RANGSIT,521,SEMINAR IN SOFTWARE ENGINEERING,30001,3
351695,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351695,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351695,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351695,2553,3,2,SW111,RANGSIT,521,PHILOSOPHICAL FOUNDATIONS AND PROFESSIONAL ETHICS,812301,3
351695,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351697,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351697,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351697,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351697,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351697,2555,2,2,CS285,RANGSIT,521,PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING,50001,3
351698,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351698,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351698,2553,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,70001,3
351698,2553,3,2,PE245,RANGSIT,521,STUDENT AND SELF-DEVELOPMENT,598401,2
351698,2554,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,40002,3
351698,2555,2,2,CS388,RANGSIT,521,SOFTWARE CONSTRUCTION AND EVOLUTION,100001,3
351698,2556,1,2,CS386,RANGSIT,521,SOFTWARE CONFIGURATION MANAGEMENT,40001,3
351699,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351699,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351699,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351699,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351700,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351700,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351700,2555,1,2,HO201,RANGSIT,521,PRINCIPLES OF MANAGEMENT,30002,3
351701,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351701,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351701,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351701,2554,1,2,CS409,RANGSIT,521,SELECTED TOPICS IN COMPUTER SCIENCE,830001,3
351701,2555,2,2,CS285,RANGSIT,521,PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING,50001,3
351702,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351702,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351702,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351702,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351703,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351703,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351703,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351704,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351704,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351704,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351704,2555,2,2,CS285,RANGSIT,521,PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING,50001,3
351704,2556,1,2,CS387,RANGSIT,521,WEB APPLICATION AND ENTERPRISE PROGRAMS,30001,3
351706,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351706,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351706,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351708,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351708,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351708,2554,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351708,2554,2,2,TU122,RANGSIT,521,LAW IN EVERYDAY LIFE,820001,3
351708,2554,3,2,TA395,RANGSIT,521,MEDICINAL PLANTS IN DAILY LIFE,1,3
351708,2555,1,2,CS457,RANGSIT,521,DATABASE SYSTEMS 2,90001,3
351709,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351709,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351709,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351710,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351710,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351710,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351710,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351710,2554,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351710,2555,1,2,CS101,RANGSIT,521,DISCRETE STRUCTURES,10001,3
351710,2555,1,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,108101,4
351710,2555,1,2,CS289,RANGSIT,521,SOFTWARE PROCESS AND QUALITY ASSURANCE,90001,3
351710,2555,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,40001,3
351710,2555,1,2,CS341,RANGSIT,521,OPERATING SYSTEMS 1,50001,3
351710,2555,1,2,CS385,RANGSIT,521,SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT,20001,3
351711,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351711,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351711,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351711,2554,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,70003,3
351711,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351711,2554,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351711,2555,1,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351712,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351712,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351712,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351712,2553,2,2,MA211,RANGSIT,521,CALCULUS 1,20001,3
351712,2553,2,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,910001,3
351712,2553,3,2,PE245,RANGSIT,521,STUDENT AND SELF-DEVELOPMENT,598401,2
351712,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351714,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351714,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351714,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351714,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351714,2555,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,50001,3
351714,2556,2,2,HO201,RANGSIT,521,PRINCIPLES OF MANAGEMENT,20004,3
351715,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351715,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351715,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351715,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351715,2555,2,2,MA212,RANGSIT,521,CALCULUS 2,90001,3
351715,2556,2,2,CS366,RANGSIT,521,FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING,50001,3
351716,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351716,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351716,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351716,2553,2,2,MA211,RANGSIT,521,CALCULUS 1,20001,3
351716,2554,2,2,CS296,RANGSIT,521,ART AND DESIGN FOUNDATIONS,890001,3
351717,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351717,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351717,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351717,2555,1,2,AS177,RANGSIT,521,MALAY 1,870001,3
351718,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351718,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351718,2553,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,40502,4
351718,2553,2,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,320001,3
351718,2553,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,230001,3
351718,2553,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,870001,3
351719,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351719,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351721,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351721,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351721,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351721,2553,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,40502,4
351721,2553,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,100002,3
351721,2553,2,2,PY228,RANGSIT,521,PSYCHOLOGY OF INTERPERSONAL RELATIONS,10001,3
351721,2553,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,830001,3
351721,2553,2,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,8201,1
351721,2553,2,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,320001,3
351721,2553,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,870001,3
351722,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351722,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351722,2556,2,2,CS407,RANGSIT,521,SEMINAR IN SOFTWARE ENGINEERING,30001,3
351724,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351724,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351724,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351724,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351724,2555,2,2,CS285,RANGSIT,521,PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING,50001,3
351724,2555,2,2,CS388,RANGSIT,521,SOFTWARE CONSTRUCTION AND EVOLUTION,100001,3
351724,2556,1,2,CS386,RANGSIT,521,SOFTWARE CONFIGURATION MANAGEMENT,40001,3
351725,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351725,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351725,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351725,2554,2,2,JC201,RANGSIT,521,LAW AND ETHICS OF MASS COMMUNICATION,40001,3
351725,2554,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,40001,3
351725,2555,1,2,SW365,RANGSIT,521,FAMILY LIFE  SEX EDUCATION AND ETHICS,820001,3
351725,2555,2,2,CS285,RANGSIT,521,PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING,50001,3
351725,2556,1,2,CS406,RANGSIT,521,SELECTED TOPICS  IN ADVANCED  SOFWARE ENGINEERING TECHNOLOGY,20001,3
351725,2556,2,2,CS407,RANGSIT,521,SEMINAR IN SOFTWARE ENGINEERING,30001,3
351726,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351726,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351726,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351726,2555,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351726,2555,2,2,CS285,RANGSIT,521,PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING,50001,3
351726,2556,1,2,CS406,RANGSIT,521,SELECTED TOPICS  IN ADVANCED  SOFWARE ENGINEERING TECHNOLOGY,20001,3
351726,2556,2,2,CS407,RANGSIT,521,SEMINAR IN SOFTWARE ENGINEERING,30001,3
351727,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351727,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351727,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351727,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351727,2555,2,2,CS285,RANGSIT,521,PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING,50001,3
351727,2556,1,2,SW365,RANGSIT,521,FAMILY LIFE  SEX EDUCATION AND ETHICS,820001,3
351727,2556,2,2,CS407,RANGSIT,521,SEMINAR IN SOFTWARE ENGINEERING,30001,3
351727,2556,2,2,JC281,RANGSIT,521,PHOTOGRAPHY,820001,3
351728,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351728,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351728,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351728,2553,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,100002,3
351728,2553,3,2,EL172,RANGSIT,521,ENGLISH COURSE 3,824505,3
351728,2553,3,2,MA211,RANGSIT,521,CALCULUS 1,824501,3
351728,2554,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351728,2556,1,2,CS213,RANGSIT,521,DATA STRUCTURES,50001,3
351728,2556,1,2,EL172,RANGSIT,521,ENGLISH COURSE 3,90001,3
351728,2556,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,70002,3
351728,2556,2,2,CS402,RANGSIT,521,SPECIAL PROJECTS 2,1,3
351728,2557,1,2,EL172,RANGSIT,521,ENGLISH COURSE 3,80005,3
351728,2557,1,2,MA212,RANGSIT,521,CALCULUS 2,30002,3
351729,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351729,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351729,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351729,2553,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,70001,3
351729,2554,1,2,CS101,RANGSIT,521,DISCRETE STRUCTURES,10001,3
351729,2554,1,2,CS213,RANGSIT,521,DATA STRUCTURES,50001,3
351729,2554,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,840001,1
351729,2554,1,2,CS222,RANGSIT,521,PROGRAMMING LANGUAGES AND PARADIGMS,910001,3
351729,2554,1,2,CS223,RANGSIT,521,COMPUTER ORGANIZATION AND ARCHITECTURE,40001,3
351729,2554,1,2,CS284,RANGSIT,521,INTRODUCTION TO SOFTWARE ENGINEERING,900001,3
351729,2554,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,870001,3
351730,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351730,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351730,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351731,2553,1,2,CS101,RANGSIT,521,DISCRETE STRUCTURES,10001,3
351731,2553,1,2,CS102,RANGSIT,521,COMPUTER PROGRAMMING FUNDAMENTALS,30201,4
351731,2553,1,2,EL171,RANGSIT,521,ENGLISH COURSE 2,100003,3
351731,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351731,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351731,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351731,2553,1,2,TH161,RANGSIT,521,THAI USAGE,90006,3
351731,2553,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,70001,3
351732,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351732,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351732,2556,1,2,CS489,RANGSIT,521,SELECTED TOPICS IN SOFTWARE ENGINEERING,100001,3
351733,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351733,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351733,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351733,2553,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,70001,3
351733,2553,3,2,PE245,RANGSIT,521,STUDENT AND SELF-DEVELOPMENT,598401,2
351733,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351733,2554,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351733,2555,1,2,CS284,RANGSIT,521,INTRODUCTION TO SOFTWARE ENGINEERING,810001,3
351733,2555,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,40001,3
351733,2555,1,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351733,2555,1,2,SW365,RANGSIT,521,FAMILY LIFE   SEX EDUCATION AND ETHICS,820001,3
351733,2555,2,2,CS388,RANGSIT,521,SOFTWARE CONSTRUCTION AND EVOLUTION,100001,3
351733,2556,2,2,MA212,RANGSIT,521,CALCULUS 2,90001,3
351734,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351734,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351734,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351734,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351734,2555,2,2,CS285,RANGSIT,521,PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING,50001,3
351734,2556,1,2,CS386,RANGSIT,521,SOFTWARE CONFIGURATION MANAGEMENT,40001,3
351735,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351735,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351735,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351735,2553,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,70001,3
351735,2553,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,230001,3
351735,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351735,2554,3,1,TU122,THA PRACHAN,521,LAW IN EVERYDAY LIFE,388301,3
351735,2556,1,2,CS406,RANGSIT,521,SELECTED TOPICS  IN ADVANCED  SOFWARE ENGINEERING TECHNOLOGY,20001,3
351735,2556,2,2,CS486,RANGSIT,521,SOFTWARE VALIDATION  AND  VERIFICATION,50001,3
351735,2556,2,2,MU278,RANGSIT,521,EAR TRAINING FOR MUSIC,810001,3
351736,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351736,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351736,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351736,2554,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
351736,2554,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351737,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,820001,3
351737,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351737,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
351737,2554,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
351737,2555,1,2,CS302,RANGSIT,521,COMPUTER SECURITY,820001,3
351737,2555,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,90001,3
351737,2555,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,90001,3
351738,2553,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
351738,2553,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
352721,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
352721,2553,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650001,3
352721,2555,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
352721,2555,2,2,CS285,RANGSIT,521,PRACTICES AND PATTERNS IN OBJECT-ORIENTED PROGRAMMING,650001,3
352721,2555,2,2,CS374,RANGSIT,521,HUMAN - COMPUTER INTERACTION,650001,3
352721,2556,1,2,CS386,RANGSIT,521,SOFTWARE CONFIGURATION MANAGEMENT,650001,3
352722,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
352722,2554,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
352722,2556,2,2,CS429,RANGSIT,521,SELECTED TOPICS  IN  COMPUTER ARCHITECTURE,650001,3
352723,2555,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
352723,2555,2,2,CS356,RANGSIT,521,"	COMPUTER APPLICATIONS IN BUSINESS",650001,3
352723,2555,2,2,CS366,RANGSIT,521,FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING,650001,3
352723,2555,2,2,CS429,RANGSIT,521,SELECTED TOPICS  IN  COMPUTER ARCHITECTURE,650001,3
352724,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
352724,2553,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,650001,3
352724,2553,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650001,3
352724,2553,2,2,SW111,RANGSIT,521,PHILOSOPHICAL FOUNDATIONS AND PROFESSIONAL ETHICS,650001,3
352724,2555,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
352724,2555,2,2,CS286,RANGSIT,521,MATHEMATICS AND PROFESSIONAL PRACTICES FOR SOFTWARE ENGINEERING,650001,3
352724,2555,2,2,CS374,RANGSIT,521,HUMAN - COMPUTER INTERACTION,650001,3
352725,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
352725,2553,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
352725,2553,2,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650001,3
352725,2553,2,2,PY228,RANGSIT,521,PSYCHOLOGY OF INTERPERSONAL RELATIONS,650001,3
352725,2553,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650002,3
352725,2553,2,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
352725,2553,2,2,SW111,RANGSIT,521,PHILOSOPHICAL FOUNDATIONS AND PROFESSIONAL ETHICS,650001,3
352725,2553,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,650001,3
352726,2553,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
352726,2553,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650001,3
352726,2554,2,2,CS295,RANGSIT,521,MATHEMATICS FOR COMPUTER GRAPHICS,650001,3
352726,2555,1,2,CS289,RANGSIT,521,SOFTWARE PROCESS AND QUALITY ASSURANCE,650001,3
352726,2555,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
352726,2555,1,2,CS385,RANGSIT,521,SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT,650001,3
