STUDENTID,ACADYEAR,SEMESTER,CAMPUSID,COURSEID,CAMPUSNAME,CURRIC,COURSENAME,SECTIONGROUP,CREDIT
379800,2554,2,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,320001,3
379800,2554,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,780001,3
379800,2554,2,2,TU122,RANGSIT,521,LAW IN EVERYDAY LIFE,820001,3
379801,2554,2,2,AT316,RANGSIT,521,INDUSTRIAL AND POWER PLANTS,10001,3
379801,2556,2,2,CS426,RANGSIT,521,PARALLEL ALGORITHM DESIGNS,20001,3
379801,2557,1,2,CS387,RANGSIT,521,WEB APPLICATION AND ENTERPRISE PROGRAMS,70001,3
379802,2554,2,2,MA211,RANGSIT,521,CALCULUS 1,90001,3
379802,2554,2,2,TU122,RANGSIT,521,LAW IN EVERYDAY LIFE,820001,3
379802,2557,1,2,CS488,RANGSIT,521,FORMAL METHODS,10001,3
379803,2556,1,2,CS409,RANGSIT,521,SELECTED TOPICS IN COMPUTER SCIENCE,830001,3
379804,2554,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,40502,4
379804,2554,2,2,TU100,RANGSIT,521,CIVIC EDUCATION,830001,3
379804,2554,3,2,SC135,RANGSIT,521,GENERAL PHYSICS,388301,3
379804,2554,3,2,SC135,RANGSIT,521,GENERAL PHYSICS,388301,3
379804,2554,3,2,TA395,RANGSIT,521,MEDICINAL PLANTS IN DAILY LIFE,1,3
379804,2554,3,2,TA395,RANGSIT,521,MEDICINAL PLANTS IN DAILY LIFE,1,3
379806,2554,2,2,MA211,RANGSIT,521,CALCULUS 1,90001,3
379806,2555,2,2,AT316,RANGSIT,521,INDUSTRIAL AND POWER PLANTS,10001,3
379806,2555,2,2,CS251,RANGSIT,521,DATABASE SYSTEMS 1,20002,3
379806,2555,2,2,CS261,RANGSIT,521,HUMAN INFORMATION PROCESSING,90001,3
379806,2555,2,2,CS281,RANGSIT,521,OBJECT-ORIENTED ANALYSIS AND DESIGN,780001,3
379806,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
379806,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,40002,3
379806,2555,2,2,TU130,RANGSIT,521,INTEGRATED SCIENCES AND TECHNOLOGY,870001,3
379807,2554,2,2,MA211,RANGSIT,521,CALCULUS 1,90001,3
379809,2554,2,2,AT316,RANGSIT,521,INDUSTRIAL AND POWER PLANTS,10001,3
379812,2554,2,2,AT316,RANGSIT,521,INDUSTRIAL AND POWER PLANTS,10001,3
379812,2554,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,780001,3
379812,2556,2,2,CS359,RANGSIT,521,DOCUMENT INDEXTING AND RETRIEVAL,30001,3
379812,2557,1,2,CS457,RANGSIT,521,DATABASE SYSTEMS 2,810001,3
379812,2557,2,2,CS429,RANGSIT,521,SELECTED TOPICS  IN  COMPUTER ARCHITECTURE,210001,3
379813,2554,1,2,CS101,RANGSIT,521,DISCRETE STRUCTURES,10002,3
379813,2554,1,2,CS102,RANGSIT,521,COMPUTER PROGRAMMING FUNDAMENTALS,30201,4
379813,2554,1,2,EL171,RANGSIT,521,ENGLISH COURSE 2,100006,3
379813,2554,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
379813,2554,1,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,5401,1
379813,2554,1,2,TH161,RANGSIT,521,THAI USAGE,90010,3
379813,2554,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,70001,3
379814,2554,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,780001,3
379814,2554,3,2,LA209,RANGSIT,521,CIVIL AND COMMERCIAL LAW,812301,3
379815,2557,1,2,CS406,RANGSIT,521,SELECTED TOPICS  IN ADVANCED  SOFWARE ENGINEERING TECHNOLOGY,20001,3
379815,2557,1,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
379816,2554,2,2,TU122,RANGSIT,521,LAW IN EVERYDAY LIFE,820001,3
379816,2555,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
379818,2554,1,2,TU115,RANGSIT,521,MAN AND HIS LITERARY CREATIVITY,820001,3
379820,2554,1,2,SC135,RANGSIT,521,GENERAL PHYSICS,80001,3
379820,2554,2,2,MA211,RANGSIT,521,CALCULUS 1,90001,3
379821,2554,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,780001,3
379821,2554,2,2,TU122,RANGSIT,521,LAW IN EVERYDAY LIFE,820001,3
379821,2555,1,2,MA212,RANGSIT,521,CALCULUS 2,30001,3
379821,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,30001,3
379821,2557,1,2,CS489,RANGSIT,521,SELECTED TOPICS IN SOFTWARE ENGINEERING,100001,3
380294,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380294,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
380295,2554,1,2,CS101,RANGSIT,521,DISCRETE STRUCTURES,650002,3
380295,2554,1,2,CS102,RANGSIT,521,COMPUTER PROGRAMMING FUNDAMENTALS,650002,4
380295,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380295,2554,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,650001,3
380296,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380296,2554,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
380296,2554,2,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650001,3
380296,2554,2,2,PY228,RANGSIT,521,PSYCHOLOGY OF INTERPERSONAL RELATIONS,650001,3
380296,2554,2,2,PY228,RANGSIT,521,PSYCHOLOGY OF INTERPERSONAL RELATIONS,650001,3
380296,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
380296,2554,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,650001,3
380297,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380297,2554,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
380297,2554,2,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650001,3
380297,2554,2,2,MW314,RANGSIT,521,SOCIAL EPIDEMIOLOGY AND ECOLOGY OF HEALTH,650001,3
380297,2554,2,2,PY228,RANGSIT,521,PSYCHOLOGY OF INTERPERSONAL RELATIONS,650001,3
380297,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
380297,2554,2,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
380297,2554,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,650001,3
380298,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380298,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
380298,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380298,2555,2,2,CS281,RANGSIT,521,OBJECT-ORIENTED ANALYSIS AND DESIGN,650001,3
380298,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
380298,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
380298,2555,3,2,CJ316,RANGSIT,521,COMMUNITY-BASED CORRECTION,650001,3
380298,2555,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380299,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380299,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
380299,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380299,2554,3,2,SW213,RANGSIT,521,SOCIAL CHANGE AND SOCIAL PROBLEMS,650001,3
380300,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380300,2556,2,2,CS426,RANGSIT,521,PARALLEL ALGORITHM DESIGNS,650001,3
380301,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380302,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380302,2554,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,640601,3
380302,2556,1,2,CS302,RANGSIT,521,COMPUTER SECURITY,650001,3
380302,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
380302,2557,1,2,CS469,RANGSIT,521,SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS,650001,3
380303,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380303,2554,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,640601,3
380303,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380303,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
380303,2556,1,2,CS302,RANGSIT,521,COMPUTER SECURITY,650001,3
380303,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
380303,2557,1,2,CS446,RANGSIT,521,NET-CENTRIC COMPUTING 2,650001,3
380303,2557,1,2,CS457,RANGSIT,521,DATABASE SYSTEMS 2,650001,3
380303,2557,1,2,CS469,RANGSIT,521,SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS,650001,3
380304,2554,1,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650001,3
380304,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380304,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380304,2555,2,2,CS281,RANGSIT,521,OBJECT-ORIENTED ANALYSIS AND DESIGN,650001,3
380304,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
380304,2556,1,2,CS289,RANGSIT,521,SOFTWARE PROCESS AND QUALITY ASSURANCE,650001,3
380304,2556,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
380304,2556,1,2,CS341,RANGSIT,521,OPERATING SYSTEMS 1,650001,3
380304,2556,2,2,CS213,RANGSIT,521,DATA STRUCTURES,650001,3
380304,2557,1,2,CS302,RANGSIT,521,COMPUTER SECURITY,650001,3
380304,2557,1,2,CS401,RANGSIT,521,SPECIAL PROJECTS  1,650001,2
380306,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380306,2554,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,640601,3
380306,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
380306,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380307,2554,1,2,CS102,RANGSIT,521,COMPUTER PROGRAMMING FUNDAMENTALS,650002,4
380307,2554,1,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650001,3
380307,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380308,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380308,2554,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,650001,3
380308,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380308,2555,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650002,3
380308,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
380308,2556,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
380309,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380309,2554,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,650001,3
380309,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
380309,2555,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380310,2554,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
380310,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
380310,2556,2,2,CS377,RANGSIT,521,DIGITAL IMAGE PROCESSING,650001,3
380310,2557,1,2,CS457,RANGSIT,521,DATABASE SYSTEMS 2,650001,3
380312,2554,1,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650001,3
380312,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380312,2554,3,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650001,3
380312,2555,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650001,3
380312,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
380312,2556,1,2,CS302,RANGSIT,521,COMPUTER SECURITY,650001,3
380312,2556,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650001,3
380312,2556,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650002,3
380312,2556,2,2,CS366,RANGSIT,521,FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING,650001,3
380313,2554,1,2,EL070,RANGSIT,521,ENGLISH COURSE 1,650001,3
380313,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380313,2554,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,640601,3
380313,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
380313,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
380313,2556,1,2,CS302,RANGSIT,521,COMPUTER SECURITY,650001,3
380313,2556,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
380313,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
380313,2557,1,2,CS469,RANGSIT,521,SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS,650001,3
381730,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
381730,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
381730,2555,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650002,3
381730,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
381730,2557,2,2,CS281,RANGSIT,521,OBJECT-ORIENTED ANALYSIS AND DESIGN,650001,3
381731,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
381732,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
381732,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
381732,2554,3,2,SW213,RANGSIT,521,SOCIAL CHANGE AND SOCIAL PROBLEMS,650001,3
381733,2554,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
381733,2554,3,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
381733,2555,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650002,3
381733,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
381733,2556,2,2,CS286,RANGSIT,521,MATHEMATICS AND PROFESSIONAL PRACTICES FOR SOFTWARE ENGINEERING,650001,3
381735,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
381735,2555,2,2,SO201,RANGSIT,521,INTRODUCTION TO SOCIOLOGY,650001,3
381738,2554,1,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650002,3
381738,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383127,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383127,2554,2,2,MW314,RANGSIT,521,SOCIAL EPIDEMIOLOGY AND ECOLOGY OF HEALTH,650001,3
383127,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
383127,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
383127,2555,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383127,2555,3,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
383127,2556,1,2,CS222,RANGSIT,521,PROGRAMMING LANGUAGES AND PARADIGMS,650001,3
383127,2556,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
383127,2556,1,2,CS395,RANGSIT,521,COMPUTER GRAPHICS,650001,3
383127,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
383129,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383130,2554,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
383130,2554,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650001,3
383130,2555,1,2,SW365,RANGSIT,521,FAMILY LIFE SEX EDUCATION AND ETHICS,650001,3
383130,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
383131,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383131,2554,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
383131,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
383131,2554,2,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
383132,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383132,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
383133,2554,2,2,MA212,RANGSIT,521,CALCULUS 2,650001,3
383133,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
383134,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383134,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
383134,2556,2,2,CS377,RANGSIT,521,DIGITAL IMAGE PROCESSING,650001,3
383134,2557,1,2,CS387,RANGSIT,521,WEB APPLICATION AND ENTERPRISE PROGRAMS,650001,3
383134,2557,1,2,CS457,RANGSIT,521,DATABASE SYSTEMS 2,650001,3
383135,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383135,2555,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650002,3
383135,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
383135,2556,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
383135,2557,1,2,CS102,RANGSIT,521,COMPUTER PROGRAMMING FUNDAMENTALS,650001,4
383135,2557,1,2,CS387,RANGSIT,521,WEB APPLICATION AND ENTERPRISE PROGRAMS,650001,3
383139,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383139,2555,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650002,3
383139,2556,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
383139,2556,2,2,CS286,RANGSIT,521,MATHEMATICS AND PROFESSIONAL PRACTICES FOR SOFTWARE ENGINEERING,650001,3
383139,2557,1,2,CS386,RANGSIT,521,SOFTWARE CONFIGURATION MANAGEMENT,650001,3
383141,2555,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650002,3
383141,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
383141,2557,2,2,CS388,RANGSIT,521,SOFTWARE CONSTRUCTION AND EVOLUTION,650001,3
383142,2554,1,2,CS101,RANGSIT,521,DISCRETE STRUCTURES,650001,3
383142,2554,1,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650001,3
383142,2555,1,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650001,4
383142,2555,1,2,CS214,RANGSIT,521,SOCIAL AND PROFESSIONAL ETHICS,650001,1
383142,2555,2,2,CS261,RANGSIT,521,HUMAN INFORMATION PROCESSING,650001,3
383144,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383144,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
383144,2555,2,2,TU130,RANGSIT,521,INTEGRATED SCIENCES AND TECHNOLOGY,650001,3
383144,2556,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383145,2554,1,2,CS101,RANGSIT,521,DISCRETE STRUCTURES,650002,3
383145,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383145,2554,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,650001,3
383145,2554,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650002,4
383145,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383145,2554,3,2,SW213,RANGSIT,521,SOCIAL CHANGE AND SOCIAL PROBLEMS,650001,3
383145,2555,1,2,CS102,RANGSIT,521,COMPUTER PROGRAMMING FUNDAMENTALS,650002,4
383145,2555,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
383145,2555,2,2,CS261,RANGSIT,521,HUMAN INFORMATION PROCESSING,650001,3
383145,2555,2,2,CS296,RANGSIT,521,ART AND DESIGN FOUNDATIONS,650001,3
383145,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
383145,2556,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650001,3
383145,2556,2,2,CS222,RANGSIT,521,PROGRAMMING LANGUAGES AND PARADIGMS,650001,3
383145,2556,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
383145,2556,3,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
383145,2557,1,2,CS213,RANGSIT,521,DATA STRUCTURES,650001,3
383146,2554,1,2,EL070,RANGSIT,521,ENGLISH COURSE 1,650001,3
383146,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383146,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
383146,2554,2,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
383146,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383146,2554,3,2,SW213,RANGSIT,521,SOCIAL CHANGE AND SOCIAL PROBLEMS,650001,3
383146,2555,1,2,CS223,RANGSIT,521,COMPUTER ORGANIZATION AND ARCHITECTURE,650002,3
383146,2555,1,2,CS284,RANGSIT,521,INTRODUCTION TO SOFTWARE ENGINEERING,650001,3
383146,2555,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,650001,3
383146,2555,2,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650001,3
383146,2555,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
383146,2555,2,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
383146,2555,3,2,CJ316,RANGSIT,521,COMMUNITY-BASED CORRECTION,650001,3
383146,2555,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383146,2556,1,2,CS341,RANGSIT,521,OPERATING SYSTEMS 1,650001,3
383146,2556,2,2,CS311,RANGSIT,521,DESIGN AND ANALYSIS OF ALGORITHMS,650001,3
383146,2556,2,2,CS367,RANGSIT,521,KNOWLEDGE REPRESENTATION AND REASONING,650001,3
383148,2554,1,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650002,3
383148,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383148,2554,2,2,CS261,RANGSIT,521,HUMAN INFORMATION PROCESSING,650001,3
383148,2554,2,2,SC185,RANGSIT,521,GENERAL PHYSICS  LABORATORY,650001,1
383148,2554,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,650001,3
383148,2555,2,2,CS281,RANGSIT,521,OBJECT-ORIENTED ANALYSIS AND DESIGN,650001,3
383148,2555,3,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
383148,2556,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
383148,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
383149,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383149,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
383149,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
383150,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383150,2554,1,2,TU154,RANGSIT,521,FOUNDATION OF MATHEMATICS,650001,3
383151,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383151,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
383152,2554,1,2,EL171,RANGSIT,521,ENGLISH COURSE 2,650002,3
383152,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383152,2555,3,2,ST216,RANGSIT,521,STATISTICS  FOR  SOCIAL  SCIENCE 1,650001,3
383152,2556,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
383153,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383153,2554,1,2,TU110,RANGSIT,521,INTEGRATED HUMANITIES,640601,3
383153,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
383153,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383153,2555,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650002,3
383153,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
383153,2557,2,2,CS281,RANGSIT,521,OBJECT-ORIENTED ANALYSIS AND DESIGN,650001,3
383154,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383154,2554,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650002,4
383154,2554,2,2,CS111,RANGSIT,521,OBJECT-ORIENTED PROGRAMMING,650002,4
383154,2554,2,2,EL172,RANGSIT,521,ENGLISH COURSE 3,650002,3
383154,2554,2,2,PY228,RANGSIT,521,PSYCHOLOGY OF INTERPERSONAL RELATIONS,650001,3
383154,2554,2,2,SC123,RANGSIT,521,FUNDAMENTAL CHEMISTRY,650001,3
383154,2554,2,2,SC173,RANGSIT,521,FUNDAMENTAL CHEMISTRY   LABORATORY,650001,1
383154,2554,2,2,TU120,RANGSIT,521,INTEGRATED SOCIAL SCIENCES,650001,3
383155,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383155,2557,1,2,CS427,RANGSIT,521,INTRODUCTION TO PARALLEL COMPUTING,650001,3
383156,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383157,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383157,2554,2,2,SC135,RANGSIT,521,GENERAL PHYSICS,650001,3
383157,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383157,2555,1,2,EL295,RANGSIT,521,ACADEMIC ENGLISH 1,650002,3
383157,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
383157,2555,3,2,CJ316,RANGSIT,521,COMMUNITY-BASED CORRECTION,650001,3
383157,2555,3,2,SW365,RANGSIT,521,FAMILY LIFE  SEX EDUCATION AND ETHICS,650001,3
383158,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383158,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
383158,2556,2,2,CS408,RANGSIT,521,SEMINAR IN SYSTEM ENGINEERING,650001,3
383159,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383159,2554,3,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
383159,2555,2,2,MA332,RANGSIT,521,LINEAR ALGEBRA,650001,3
383159,2556,1,2,CS314,RANGSIT,521,THEORY OF COMPUTATION,650001,3
383159,2556,1,2,EL395,RANGSIT,521,ACADEMIC ENGLISH 2,650001,3
383159,2556,2,2,CS447,RANGSIT,521,OPERATING SYSTEM 2,650001,3
383159,2557,1,2,CS387,RANGSIT,521,WEB APPLICATION AND ENTERPRISE PROGRAMS,650001,3
383159,2557,2,2,CS447,RANGSIT,521,OPERATING SYSTEM 2,650001,3
383161,2554,1,2,MA211,RANGSIT,521,CALCULUS 1,650001,3
