"CLASSSTATUS;""CAMPUSID"";""CAMPUSNAME"";""ACADYEAR"";""SEMESTER"";""COURSEID"";""CURRIC"";""COURSENAME"";""CREDIT"";""SECTIONGROUP"";""STUDYDAY"";""STUDYTIMEFROM"";""STUDYTIMETO"";""ROOM""",
"W;2;""RANGSIT"";2554;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650003"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650003"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""040001"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC4028""",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""040001"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC4028""",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""040002"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC4030""",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""040002"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC4030""",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650001"";""FRI"";30/12/1899 15:00:00;30/12/1899 17:55:00;""SC3015""",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650002"";""FRI"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC5-S206""",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650003"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650003"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650001"";""TUE"";30/12/1899 15:00:00;30/12/1899 17:55:00;""SC3017""",
"W;2;""RANGSIT"";2554;1;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""910001"";""FRI"";30/12/1899 13:30:00;30/12/1899 16:25:00;""SC3048""",
"C;2;""RANGSIT"";2554;1;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""910002"";""FRI"";30/12/1899 13:30:00;30/12/1899 16:25:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""070001"";""FRI"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""070001"";""WED"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""650001"";""TUE"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC2027""",
"W;2;""RANGSIT"";2554;1;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""080001"";""WED"";30/12/1899 11:00:00;30/12/1899 12:25:00;""วจ-217""",
"W;2;""RANGSIT"";2554;1;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""080001"";""FRI"";30/12/1899 11:00:00;30/12/1899 12:25:00;""วจ-217""",
"W;2;""RANGSIT"";2554;1;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";""TUE"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC5-S212""",
"W;2;""RANGSIT"";2554;1;""CS284"";""471"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650001"";""THU"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC2051""",
"W;2;""RANGSIT"";2554;1;""CS284"";""471"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650002"";""WED"";30/12/1899 13:30:00;30/12/1899 16:25:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS284"";""471"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""900001"";""WED"";30/12/1899 13:30:00;30/12/1899 16:25:00;""SC4043""",
"W;2;""RANGSIT"";2554;1;""CS284"";""521"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650001"";""THU"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC2051""",
"W;2;""RANGSIT"";2554;1;""CS284"";""521"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650002"";""WED"";30/12/1899 13:30:00;30/12/1899 16:25:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS284"";""521"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""900001"";""WED"";30/12/1899 13:30:00;30/12/1899 16:25:00;""SC4043""",
"W;2;""RANGSIT"";2554;1;""CS285"";""471"";""SOCIAL AND PROFESSIONAL ISSUES"";1;""650001"";""SAT"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC5-S103""",
"W;2;""RANGSIT"";2554;1;""CS285"";""471"";""SOCIAL AND PROFESSIONAL ISSUES"";1;""840001"";""SAT"";30/12/1899 13:30:00;30/12/1899 16:25:00;""LC5-S103""",
"W;2;""RANGSIT"";2554;1;""CS289"";""521"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""090001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC1024""",
"W;2;""RANGSIT"";2554;1;""CS289"";""521"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""090001"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC1024""",
"W;2;""RANGSIT"";2554;1;""CS289"";""521"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650001"";""WED"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC1013""",
"W;2;""RANGSIT"";2554;1;""CS289"";""521"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650002"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS289"";""521"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650002"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS297"";""521"";""FUNDAMENTAL TECHNIQUES IN COMPUTER GRAPHICS USING API"";3;""040001"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC2-1001-3""",
"W;2;""RANGSIT"";2554;1;""CS297"";""521"";""FUNDAMENTAL TECHNIQUES IN COMPUTER GRAPHICS USING API"";3;""040001"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC2-1001-3""",
"W;2;""RANGSIT"";2554;1;""CS297"";""521"";""FUNDAMENTAL TECHNIQUES IN COMPUTER GRAPHICS USING API"";3;""650001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""SC1013""",
"W;2;""RANGSIT"";2554;1;""CS297"";""521"";""FUNDAMENTAL TECHNIQUES IN COMPUTER GRAPHICS USING API"";3;""650001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""SC1013""",
"W;2;""RANGSIT"";2554;1;""CS314"";""471"";""THEORY OF COMPUTATION"";3;""040001"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC2051""",
"W;2;""RANGSIT"";2554;1;""CS314"";""471"";""THEORY OF COMPUTATION"";3;""040001"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC2051""",
"W;2;""RANGSIT"";2554;1;""CS314"";""471"";""THEORY OF COMPUTATION"";3;""650001"";""THU"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC4044""",
"W;2;""RANGSIT"";2554;1;""CS314"";""521"";""THEORY OF COMPUTATION"";3;""040001"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC2051""",
"W;2;""RANGSIT"";2554;1;""CS314"";""521"";""THEORY OF COMPUTATION"";3;""040001"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC2051""",
"W;2;""RANGSIT"";2554;1;""CS314"";""521"";""THEORY OF COMPUTATION"";3;""650001"";""THU"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC4044""",
"W;2;""RANGSIT"";2554;1;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""650001"";""SAT"";30/12/1899 13:30:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS326"";""471"";""EMBEDDED SYSTEMS DESIGN"";3;""830001"";""SAT"";30/12/1899 9:30:00;30/12/1899 12:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""650001"";""SAT"";30/12/1899 13:30:00;30/12/1899 16:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS326"";""521"";""EMBEDDED SYSTEMS DESIGN"";3;""830001"";""SAT"";30/12/1899 9:30:00;30/12/1899 12:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS341"";""471"";""OPERATING SYSTEMS 1"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC2051""",
"W;2;""RANGSIT"";2554;1;""CS341"";""471"";""OPERATING SYSTEMS 1"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC2051""",
"W;2;""RANGSIT"";2554;1;""CS341"";""471"";""OPERATING SYSTEMS 1"";3;""650001"";""WED"";30/12/1899 15:00:00;30/12/1899 17:55:00;""SC3017""",
"W;2;""RANGSIT"";2554;1;""CS341"";""521"";""OPERATING SYSTEMS 1"";3;""050001"";""TUE"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC2051""",
"W;2;""RANGSIT"";2554;1;""CS341"";""521"";""OPERATING SYSTEMS 1"";3;""050001"";""THU"";30/12/1899 15:00:00;30/12/1899 16:25:00;""SC2051""",
"W;2;""RANGSIT"";2554;1;""CS341"";""521"";""OPERATING SYSTEMS 1"";3;""650001"";""WED"";30/12/1899 15:00:00;30/12/1899 17:55:00;""SC3017""",
"W;2;""RANGSIT"";2554;1;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""070001"";""FRI"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""070001"";""WED"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""650001"";""TUE"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC2027""",
"W;2;""RANGSIT"";2554;1;""CS365"";""471"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""SC2056""",
"W;2;""RANGSIT"";2554;1;""CS365"";""471"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""SC2056""",
"W;2;""RANGSIT"";2554;1;""CS365"";""471"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""650001"";""FRI"";30/12/1899 15:00:00;30/12/1899 17:55:00;""SC1026""",
"W;2;""RANGSIT"";2554;1;""CS365"";""521"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""SC2056""",
"W;2;""RANGSIT"";2554;1;""CS365"";""521"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""SC2056""",
"W;2;""RANGSIT"";2554;1;""CS365"";""521"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""650001"";""FRI"";30/12/1899 15:00:00;30/12/1899 17:55:00;""SC1026""",
"C;2;""RANGSIT"";2554;1;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""N/A""",
"C;2;""RANGSIT"";2554;1;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""N/A""",
"C;2;""RANGSIT"";2554;1;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""N/A""",
"C;2;""RANGSIT"";2554;1;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""090001"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC2-1001-3""",
"W;2;""RANGSIT"";2554;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""090001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC2-1001-3""",
"W;2;""RANGSIT"";2554;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""650001"";""FRI"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC1026""",
"W;2;""RANGSIT"";2554;1;""CS376"";""471"";""GEOMETRIC MODELING"";3;""010001"";""THU"";30/12/1899 8:00:00;30/12/1899 9:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS376"";""471"";""GEOMETRIC MODELING"";3;""010001"";""TUE"";30/12/1899 8:00:00;30/12/1899 9:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS376"";""471"";""GEOMETRIC MODELING"";3;""650001"";""FRI"";30/12/1899 8:00:00;30/12/1899 9:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS376"";""471"";""GEOMETRIC MODELING"";3;""650001"";""WED"";30/12/1899 8:00:00;30/12/1899 9:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""080001"";""FRI"";30/12/1899 11:00:00;30/12/1899 12:25:00;""วจ-217""",
"W;2;""RANGSIT"";2554;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""080001"";""WED"";30/12/1899 11:00:00;30/12/1899 12:25:00;""วจ-217""",
"W;2;""RANGSIT"";2554;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";""TUE"";30/12/1899 15:00:00;30/12/1899 17:55:00;""LC5-S212""",
"C;2;""RANGSIT"";2554;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650002"";""WED"";30/12/1899 11:00:00;30/12/1899 12:25:00;""N/A""",
"C;2;""RANGSIT"";2554;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650002"";""FRI"";30/12/1899 11:00:00;30/12/1899 12:25:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""090001"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC5-S212""",
"W;2;""RANGSIT"";2554;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""090001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC5-S212""",
"W;2;""RANGSIT"";2554;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650001"";""WED"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC1013""",
"W;2;""RANGSIT"";2554;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650002"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650002"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650001"";""FRI"";30/12/1899 15:00:00;30/12/1899 17:55:00;""SC1025""",
"W;2;""RANGSIT"";2554;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650002"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650002"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS385"";""521"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS385"";""521"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS385"";""521"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650001"";""FRI"";30/12/1899 15:00:00;30/12/1899 17:55:00;""SC1025""",
"W;2;""RANGSIT"";2554;1;""CS385"";""521"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650002"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS385"";""521"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650002"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS387"";""471"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""030001"";""TUE"";30/12/1899 11:00:00;30/12/1899 12:25:00;""SC2056""",
"W;2;""RANGSIT"";2554;1;""CS387"";""471"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""030001"";""THU"";30/12/1899 11:00:00;30/12/1899 12:25:00;""SC2056""",
"W;2;""RANGSIT"";2554;1;""CS387"";""471"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""650001"";""WED"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC1016""",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC2-1001-3""",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC2-1001-3""",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""090001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC3029""",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""090001"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC3029""",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""650001"";""FRI"";30/12/1899 9:30:00;30/12/1899 12:25:00;""SC1026""",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""650002"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC2-1001-3""",
"W;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""650002"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""LC2-1001-3""",
"C;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""650003"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"C;2;""RANGSIT"";2554;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""650003"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""010001"";""THU"";30/12/1899 8:00:00;30/12/1899 9:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""010001"";""TUE"";30/12/1899 8:00:00;30/12/1899 9:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""650001"";""FRI"";30/12/1899 8:00:00;30/12/1899 9:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""650001"";""WED"";30/12/1899 8:00:00;30/12/1899 9:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""650002"";""THU"";30/12/1899 8:00:00;30/12/1899 9:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""650002"";""TUE"";30/12/1899 8:00:00;30/12/1899 9:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS398"";""521"";""COMPUTER ANIMATION"";3;""650001"";""MON"";30/12/1899 9:30:00;30/12/1899 12:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS398"";""521"";""COMPUTER ANIMATION"";3;""810001"";""MON"";30/12/1899 9:30:00;30/12/1899 12:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS409"";""521"";""SELECTED TOPICS IN COMPUTER SCIENCE"";3;""650001"";""SAT"";30/12/1899 13:30:00;30/12/1899 16:25:00;""LC2-304/1""",
"W;2;""RANGSIT"";2554;1;""CS409"";""521"";""SELECTED TOPICS IN COMPUTER SCIENCE"";3;""830001"";""SAT"";30/12/1899 9:30:00;30/12/1899 12:25:00;""LC5-S209""",
"C;2;""RANGSIT"";2554;1;""CS426"";""471"";""PARALLEL ALGORITHM DESIGNS"";3;""650001"";""FRI"";30/12/1899 9:30:00;30/12/1899 12:25:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS426"";""471"";""PARALLEL ALGORITHM DESIGNS"";3;""900001"";""WED"";30/12/1899 13:30:00;30/12/1899 16:25:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS446"";""471"";""NET-CENTRIC COMPUTING 2"";3;""020001"";""THU"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS446"";""471"";""NET-CENTRIC COMPUTING 2"";3;""020001"";""TUE"";30/12/1899 9:30:00;30/12/1899 10:55:00;""วจ-207""",
"W;2;""RANGSIT"";2554;1;""CS446"";""471"";""NET-CENTRIC COMPUTING 2"";3;""650001"";""WED"";30/12/1899 15:00:00;30/12/1899 17:55:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS449"";""471"";""SELECTED TOPICS IN NET-CENTRIC COMPUTING"";3;""040001"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC4025""",
"W;2;""RANGSIT"";2554;1;""CS449"";""471"";""SELECTED TOPICS IN NET-CENTRIC COMPUTING"";3;""040001"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC4025""",
"W;2;""RANGSIT"";2554;1;""CS449"";""471"";""SELECTED TOPICS IN NET-CENTRIC COMPUTING"";3;""650001"";""TUE"";30/12/1899 9:30:00;30/12/1899 12:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS449"";""471"";""SELECTED TOPICS IN NET-CENTRIC COMPUTING"";3;""650002"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC4025""",
"W;2;""RANGSIT"";2554;1;""CS449"";""471"";""SELECTED TOPICS IN NET-CENTRIC COMPUTING"";3;""650002"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""SC4025""",
"W;2;""RANGSIT"";2554;1;""CS456"";""471"";""MANAGEMENT INFORMATION SYSTEMS"";3;""040001"";""TUE"";30/12/1899 13:30:00;30/12/1899 14:55:00;""วจ-206""",
"W;2;""RANGSIT"";2554;1;""CS456"";""471"";""MANAGEMENT INFORMATION SYSTEMS"";3;""040001"";""THU"";30/12/1899 13:30:00;30/12/1899 14:55:00;""วจ-206""",
"W;2;""RANGSIT"";2554;1;""CS456"";""471"";""MANAGEMENT INFORMATION SYSTEMS"";3;""650001"";""THU"";30/12/1899 9:30:00;30/12/1899 12:25:00;""ติดต่อภาค""",
"W;2;""RANGSIT"";2554;1;""CS457"";""471"";""DATABASE SYSTEMS 2"";3;""090001"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC2-1001-3""",
"W;2;""RANGSIT"";2554;1;""CS457"";""471"";""DATABASE SYSTEMS 2"";3;""090001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""LC2-1001-3""",
"W;2;""RANGSIT"";2554;1;""CS457"";""471"";""DATABASE SYSTEMS 2"";3;""650001"";""WED"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS457"";""471"";""DATABASE SYSTEMS 2"";3;""650001"";""FRI"";30/12/1899 13:30:00;30/12/1899 14:55:00;""N/A""",
"W;2;""RANGSIT"";2554;1;""CS469"";""471"";""SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS"";3;""070001"";""WED"";30/12/1899 9:30:00;30/12/1899 10:55:00;""SC1014""",
"W;2;""RANGSIT"";2554;1;""CS469"";""471"";""SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS"";3;""070001"";""FRI"";30/12/1899 9:30:00;30/12/1899 10:55:00;""SC1014""",
"W;2;""RANGSIT"";2554;1;""CS469"";""471"";""SELECTED TOPICS IN ARTIFICIAL  INTELLIGENT SYSTEMS"";3;""650001"";""FRI"";30/12/1899 15:00:00;30/12/1899 17:55:00;""ติดต่อภาค""",
