"CLASSSTATUS;""CAMPUSID"";""CAMPUSNAME"";""ACADYEAR"";""SEMESTER"";""COURSEID"";""CURRIC"";""COURSENAME"";""CREDIT"";""SECTIONGROUP"";""ENROLLAMOUNT""",
"W;2;""RANGSIT"";2554;2;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""650001"";15",
"W;2;""RANGSIT"";2554;2;""CS342"";""521"";""NET-CENTRIC COMPUTING 1"";3;""080001"";61",
"W;2;""RANGSIT"";2554;2;""CS342"";""521"";""NET-CENTRIC COMPUTING 1"";3;""650001"";45",
"W;2;""RANGSIT"";2554;2;""CS348"";""471"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""050001"";0",
"W;2;""RANGSIT"";2554;2;""CS348"";""521"";""INTRODUCTION TO CLUSTER COMPUTING AND DISTRIBUTED COMPUTING"";3;""050001"";4",
"W;2;""RANGSIT"";2554;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""020001"";0",
"W;2;""RANGSIT"";2554;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""020002"";0",
"W;2;""RANGSIT"";2554;2;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS356"";""471"";""	COMPUTER APPLICATIONS IN BUSINESS"";3;""030001"";0",
"C;2;""RANGSIT"";2554;2;""CS356"";""471"";""	COMPUTER APPLICATIONS IN BUSINESS"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS356"";""521"";""	COMPUTER APPLICATIONS IN BUSINESS"";3;""030001"";7",
"C;2;""RANGSIT"";2554;2;""CS356"";""521"";""	COMPUTER APPLICATIONS IN BUSINESS"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS359"";""471"";""DOCUMENT INDEXTING AND RETRIEVAL"";3;""030001"";4",
"C;2;""RANGSIT"";2554;2;""CS359"";""471"";""DOCUMENT INDEXTING AND RETRIEVAL"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS359"";""521"";""DOCUMENT INDEXTING AND RETRIEVAL"";3;""030001"";8",
"C;2;""RANGSIT"";2554;2;""CS359"";""521"";""DOCUMENT INDEXTING AND RETRIEVAL"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS366"";""471"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""050001"";0",
"W;2;""RANGSIT"";2554;2;""CS366"";""471"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""650001"";3",
"W;2;""RANGSIT"";2554;2;""CS366"";""521"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""050001"";4",
"W;2;""RANGSIT"";2554;2;""CS366"";""521"";""FUNDAMENTAL OF NATURAL LANGUAGE PROCESSING"";3;""650001"";15",
"W;2;""RANGSIT"";2554;2;""CS367"";""471"";""KNOWLEDGE REPRESENTATION AND REASONING"";3;""030001"";0",
"W;2;""RANGSIT"";2554;2;""CS367"";""471"";""KNOWLEDGE REPRESENTATION AND REASONING"";3;""650001"";13",
"W;2;""RANGSIT"";2554;2;""CS367"";""521"";""KNOWLEDGE REPRESENTATION AND REASONING"";3;""030001"";1",
"W;2;""RANGSIT"";2554;2;""CS367"";""521"";""KNOWLEDGE REPRESENTATION AND REASONING"";3;""650001"";22",
"W;2;""RANGSIT"";2554;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""040001"";1",
"C;2;""RANGSIT"";2554;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""040002"";0",
"W;2;""RANGSIT"";2554;2;""CS374"";""471"";""HUMAN-COMPUTER INTERACTION"";3;""650001"";5",
"W;2;""RANGSIT"";2554;2;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""040001"";62",
"C;2;""RANGSIT"";2554;2;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""040002"";0",
"W;2;""RANGSIT"";2554;2;""CS374"";""521"";""HUMAN - COMPUTER INTERACTION"";3;""650001"";53",
"W;2;""RANGSIT"";2554;2;""CS377"";""471"";""DIGITAL IMAGE PROCESSING"";3;""050001"";3",
"W;2;""RANGSIT"";2554;2;""CS377"";""471"";""DIGITAL IMAGE PROCESSING"";3;""650001"";1",
"W;2;""RANGSIT"";2554;2;""CS377"";""521"";""DIGITAL IMAGE PROCESSING"";3;""050001"";10",
"W;2;""RANGSIT"";2554;2;""CS377"";""521"";""DIGITAL IMAGE PROCESSING"";3;""650001"";5",
"W;2;""RANGSIT"";2554;2;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";4",
"W;2;""RANGSIT"";2554;2;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""780001"";1",
"W;2;""RANGSIT"";2554;2;""CS382"";""471"";""COMPONENT-BASED SOFTWARE DEVELOPMENT"";3;""030001"";0",
"W;2;""RANGSIT"";2554;2;""CS382"";""471"";""COMPONENT-BASED SOFTWARE DEVELOPMENT"";3;""650001"";6",
"W;2;""RANGSIT"";2554;2;""CS388"";""471"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""100001"";4",
"W;2;""RANGSIT"";2554;2;""CS388"";""471"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""650001"";3",
"W;2;""RANGSIT"";2554;2;""CS388"";""521"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""100001"";21",
"W;2;""RANGSIT"";2554;2;""CS388"";""521"";""SOFTWARE CONSTRUCTION AND EVOLUTION"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS389"";""471"";""SOFTWARE ARCHITECTURE"";3;""050001"";20",
"C;2;""RANGSIT"";2554;2;""CS389"";""471"";""SOFTWARE ARCHITECTURE"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS397"";""521"";""RENDERING 1"";3;""090001"";5",
"W;2;""RANGSIT"";2554;2;""CS397"";""521"";""RENDERING 1"";3;""650001"";6",
"W;2;""RANGSIT"";2554;2;""CS398"";""521"";""COMPUTER ANIMATION"";3;""810001"";5",
"C;2;""RANGSIT"";2554;2;""CS399"";""521"";""THREE DIMENSIONAL  INDUSTRY CONCEPTS AND PRACTICES"";3;""050001"";0",
"W;2;""RANGSIT"";2554;2;""CS427"";""471"";""INTRODUCTION TO PARALLEL COMPUTING"";3;""080001"";6",
"W;2;""RANGSIT"";2554;2;""CS427"";""471"";""INTRODUCTION TO PARALLEL COMPUTING"";3;""650001"";12",
"W;2;""RANGSIT"";2554;2;""CS427"";""521"";""INTRODUCTION TO PARALLEL COMPUTING"";3;""080001"";0",
"W;2;""RANGSIT"";2554;2;""CS427"";""521"";""INTRODUCTION TO PARALLEL COMPUTING"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS447"";""471"";""OPERATING SYSTEM 2"";3;""090001"";4",
"C;2;""RANGSIT"";2554;2;""CS447"";""471"";""OPERATING SYSTEM 2"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS447"";""521"";""OPERATING SYSTEM 2"";3;""090001"";2",
"C;2;""RANGSIT"";2554;2;""CS447"";""521"";""OPERATING SYSTEM 2"";3;""650001"";0",
"C;2;""RANGSIT"";2554;2;""CS458"";""471"";""INFORMATION SYSTEMS FOR ENTREPRENEUR MANAGEMENT"";3;""810001"";0",
"C;2;""RANGSIT"";2554;2;""CS458"";""521"";""INFORMATION SYSTEMS FOR ENTREPRENEUR MANAGEMENT"";3;""810001"";0",
"C;2;""RANGSIT"";2554;2;""CS459"";""471"";""SELECTED TOPICS IN INFORMATION SYSTEMS"";3;""320001"";0",
"C;2;""RANGSIT"";2554;2;""CS459"";""521"";""SELECTED TOPICS IN INFORMATION SYSTEMS"";3;""320001"";0",
"W;2;""RANGSIT"";2554;2;""CS467"";""471"";""MACHINE LEARNING"";3;""650001"";1",
"W;2;""RANGSIT"";2554;2;""CS467"";""471"";""MACHINE LEARNING"";3;""670001"";6",
"W;2;""RANGSIT"";2554;2;""CS467"";""521"";""MACHINE LEARNING"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS467"";""521"";""MACHINE LEARNING"";3;""670001"";1",
"C;2;""RANGSIT"";2554;2;""CS476"";""471"";""COMPUTER GRAPHICS 2"";3;""040001"";0",
"W;2;""RANGSIT"";2554;2;""CS477"";""471"";""	COMPUTER ANIMATION"";3;""810001"";0",
"W;2;""RANGSIT"";2554;2;""CS486"";""471"";""SOFTWARE VALIDATION  AND  VERIFICATION"";3;""050001"";0",
"W;2;""RANGSIT"";2554;2;""CS486"";""471"";""SOFTWARE VALIDATION  AND  VERIFICATION"";3;""650001"";5",
"W;2;""RANGSIT"";2554;2;""CS486"";""521"";""SOFTWARE VALIDATION  AND  VERIFICATION"";3;""050001"";23",
"W;2;""RANGSIT"";2554;2;""CS486"";""521"";""SOFTWARE VALIDATION  AND  VERIFICATION"";3;""650001"";0",
"W;2;""RANGSIT"";2554;2;""CS487"";""471"";""SOFTWARE PROJECT MANAGEMENT"";3;""090001"";22",
"W;2;""RANGSIT"";2554;2;""CS487"";""471"";""SOFTWARE PROJECT MANAGEMENT"";3;""650001"";14",
"W;2;""RANGSIT"";2554;2;""CS487"";""521"";""SOFTWARE PROJECT MANAGEMENT"";3;""090001"";38",
"W;2;""RANGSIT"";2554;2;""CS487"";""521"";""SOFTWARE PROJECT MANAGEMENT"";3;""650001"";21",
"C;2;""RANGSIT"";2554;2;""CS491"";""471"";""SPECIAL TOPICS   1"";2;""000001"";0",
"W;2;""RANGSIT"";2554;2;""CS492"";""471"";""SPECIAL TOPICS 2"";4;""000001"";71",
"W;2;""RANGSIT"";2554;2;""CS492"";""471"";""SPECIAL TOPICS 2"";4;""650001"";58",
"W;2;""RANGSIT"";2555;1;""BA291"";""521"";""INTRODUCTION TO BUSINESS"";3;""650001"";5",
"W;2;""RANGSIT"";2555;1;""CJ315"";""471"";""THE COMMUNITY’S ROLE IN CRIME PREVENTION"";3;""650001"";14",
"W;2;""RANGSIT"";2555;1;""CJ315"";""521"";""	THE COMMUNITY’S ROLE IN CRIME PREVENTION"";3;""650001"";23",
"W;2;""RANGSIT"";2555;1;""CS101"";""471"";""DISCRETE MATHEMATICS FOR COMPUTER SCIENCE"";3;""010001"";0",
"W;2;""RANGSIT"";2555;1;""CS101"";""471"";""DISCRETE MATHEMATICS FOR COMPUTER SCIENCE"";3;""010002"";0",
"W;2;""RANGSIT"";2555;1;""CS101"";""471"";""DISCRETE MATHEMATICS FOR COMPUTER SCIENCE"";3;""650001"";3",
"W;2;""RANGSIT"";2555;1;""CS101"";""471"";""DISCRETE MATHEMATICS FOR COMPUTER SCIENCE"";3;""650002"";2",
"W;2;""RANGSIT"";2555;1;""CS101"";""521"";""DISCRETE STRUCTURES"";3;""010001"";36",
"W;2;""RANGSIT"";2555;1;""CS101"";""521"";""DISCRETE STRUCTURES"";3;""010002"";32",
"W;2;""RANGSIT"";2555;1;""CS101"";""521"";""DISCRETE STRUCTURES"";3;""650001"";41",
"W;2;""RANGSIT"";2555;1;""CS101"";""521"";""DISCRETE STRUCTURES"";3;""650002"";41",
"W;2;""RANGSIT"";2555;1;""CS102"";""471"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""020301"";0",
"W;2;""RANGSIT"";2555;1;""CS102"";""471"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""030201"";0",
"W;2;""RANGSIT"";2555;1;""CS102"";""471"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650001"";3",
"W;2;""RANGSIT"";2555;1;""CS102"";""471"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650002"";4",
"W;2;""RANGSIT"";2555;1;""CS102"";""471"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650003"";3",
"W;2;""RANGSIT"";2555;1;""CS102"";""521"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""020301"";33",
"W;2;""RANGSIT"";2555;1;""CS102"";""521"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""030201"";33",
"W;2;""RANGSIT"";2555;1;""CS102"";""521"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650001"";42",
"W;2;""RANGSIT"";2555;1;""CS102"";""521"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650002"";41",
"W;2;""RANGSIT"";2555;1;""CS102"";""521"";""COMPUTER PROGRAMMING FUNDAMENTALS"";4;""650003"";1",
"W;2;""RANGSIT"";2555;1;""CS103"";""471"";""INTRODUCTION TO COMPUTER PROGRAMMING"";3;""070001"";0",
"W;2;""RANGSIT"";2555;1;""CS103"";""471"";""INTRODUCTION TO COMPUTER PROGRAMMING"";3;""070002"";0",
"W;2;""RANGSIT"";2555;1;""CS103"";""521"";""INTRODUCTION TO COMPUTER PROGRAMMING"";3;""070001"";64",
"W;2;""RANGSIT"";2555;1;""CS103"";""521"";""INTRODUCTION TO COMPUTER PROGRAMMING"";3;""070002"";56",
"W;2;""RANGSIT"";2555;1;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""108101"";0",
"W;2;""RANGSIT"";2555;1;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""650001"";3",
"W;2;""RANGSIT"";2555;1;""CS111"";""471"";""OBJECT-ORIENTED PROGRAMMING"";4;""650002"";1",
"W;2;""RANGSIT"";2555;1;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""108101"";22",
"W;2;""RANGSIT"";2555;1;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""650001"";25",
"W;2;""RANGSIT"";2555;1;""CS111"";""521"";""OBJECT-ORIENTED PROGRAMMING"";4;""650002"";0",
"C;2;""RANGSIT"";2555;1;""CS112"";""471"";""	INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING"";3;""090001"";0",
"C;2;""RANGSIT"";2555;1;""CS112"";""521"";""	INTRODUCTION TO OBJECT-ORIENTED PROGRAMMING"";3;""090001"";0",
"W;2;""RANGSIT"";2555;1;""CS213"";""471"";""DATA STRUCTURES"";3;""050001"";2",
"W;2;""RANGSIT"";2555;1;""CS213"";""471"";""DATA STRUCTURES"";3;""050002"";0",
"W;2;""RANGSIT"";2555;1;""CS213"";""471"";""DATA STRUCTURES"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS213"";""471"";""DATA STRUCTURES"";3;""650002"";1",
"W;2;""RANGSIT"";2555;1;""CS213"";""471"";""DATA STRUCTURES"";3;""650003"";1",
"W;2;""RANGSIT"";2555;1;""CS213"";""521"";""DATA STRUCTURES"";3;""050001"";41",
"W;2;""RANGSIT"";2555;1;""CS213"";""521"";""DATA STRUCTURES"";3;""050002"";39",
"W;2;""RANGSIT"";2555;1;""CS213"";""521"";""DATA STRUCTURES"";3;""650001"";17",
"W;2;""RANGSIT"";2555;1;""CS213"";""521"";""DATA STRUCTURES"";3;""650002"";32",
"W;2;""RANGSIT"";2555;1;""CS213"";""521"";""DATA STRUCTURES"";3;""650003"";0",
"W;2;""RANGSIT"";2555;1;""CS214"";""521"";""SOCIAL AND PROFESSIONAL ETHICS"";1;""650001"";55",
"W;2;""RANGSIT"";2555;1;""CS214"";""521"";""SOCIAL AND PROFESSIONAL ETHICS"";1;""650002"";1",
"W;2;""RANGSIT"";2555;1;""CS214"";""521"";""SOCIAL AND PROFESSIONAL ETHICS"";1;""840001"";59",
"W;2;""RANGSIT"";2555;1;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650001"";48",
"W;2;""RANGSIT"";2555;1;""CS222"";""521"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""910001"";59",
"W;2;""RANGSIT"";2555;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650001"";7",
"W;2;""RANGSIT"";2555;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650002"";1",
"W;2;""RANGSIT"";2555;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650003"";4",
"W;2;""RANGSIT"";2555;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""830001"";2",
"W;2;""RANGSIT"";2555;1;""CS223"";""471"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""830002"";1",
"W;2;""RANGSIT"";2555;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650001"";30",
"W;2;""RANGSIT"";2555;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650002"";32",
"W;2;""RANGSIT"";2555;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""650003"";10",
"W;2;""RANGSIT"";2555;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""830001"";34",
"W;2;""RANGSIT"";2555;1;""CS223"";""521"";""COMPUTER ORGANIZATION AND ARCHITECTURE"";3;""830002"";32",
"W;2;""RANGSIT"";2555;1;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""650001"";5",
"W;2;""RANGSIT"";2555;1;""CS231"";""471"";""PROGRAMMING LANGUAGES AND PARADIGMS"";3;""910001"";1",
"W;2;""RANGSIT"";2555;1;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""070001"";2",
"C;2;""RANGSIT"";2555;1;""CS251"";""521"";""DATABASE SYSTEMS 1"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""080001"";3",
"W;2;""RANGSIT"";2555;1;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";6",
"W;2;""RANGSIT"";2555;1;""CS281"";""521"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650002"";0",
"W;2;""RANGSIT"";2555;1;""CS284"";""471"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650001"";0",
"C;2;""RANGSIT"";2555;1;""CS284"";""471"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650002"";0",
"W;2;""RANGSIT"";2555;1;""CS284"";""471"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""810001"";2",
"W;2;""RANGSIT"";2555;1;""CS284"";""521"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650001"";49",
"C;2;""RANGSIT"";2555;1;""CS284"";""521"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""650002"";0",
"W;2;""RANGSIT"";2555;1;""CS284"";""521"";""INTRODUCTION TO SOFTWARE ENGINEERING"";3;""810001"";61",
"W;2;""RANGSIT"";2555;1;""CS285"";""471"";""SOCIAL AND PROFESSIONAL ISSUES"";1;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS285"";""471"";""SOCIAL AND PROFESSIONAL ISSUES"";1;""650002"";0",
"W;2;""RANGSIT"";2555;1;""CS285"";""471"";""SOCIAL AND PROFESSIONAL ISSUES"";1;""840001"";0",
"W;2;""RANGSIT"";2555;1;""CS289"";""521"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""090001"";32",
"W;2;""RANGSIT"";2555;1;""CS289"";""521"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650001"";15",
"W;2;""RANGSIT"";2555;1;""CS297"";""521"";""FUNDAMENTAL TECHNIQUES IN COMPUTER GRAPHICS USING API"";3;""040001"";6",
"W;2;""RANGSIT"";2555;1;""CS297"";""521"";""FUNDAMENTAL TECHNIQUES IN COMPUTER GRAPHICS USING API"";3;""650001"";3",
"W;2;""RANGSIT"";2555;1;""CS302"";""521"";""COMPUTER SECURITY"";3;""650001"";60",
"W;2;""RANGSIT"";2555;1;""CS302"";""521"";""COMPUTER SECURITY"";3;""650002"";1",
"W;2;""RANGSIT"";2555;1;""CS302"";""521"";""COMPUTER SECURITY"";3;""820001"";62",
"W;2;""RANGSIT"";2555;1;""CS314"";""471"";""THEORY OF COMPUTATION"";3;""040001"";0",
"W;2;""RANGSIT"";2555;1;""CS314"";""471"";""THEORY OF COMPUTATION"";3;""650001"";10",
"W;2;""RANGSIT"";2555;1;""CS314"";""471"";""THEORY OF COMPUTATION"";3;""650002"";1",
"W;2;""RANGSIT"";2555;1;""CS314"";""521"";""THEORY OF COMPUTATION"";3;""040001"";89",
"W;2;""RANGSIT"";2555;1;""CS314"";""521"";""THEORY OF COMPUTATION"";3;""650001"";80",
"W;2;""RANGSIT"";2555;1;""CS314"";""521"";""THEORY OF COMPUTATION"";3;""650002"";2",
"W;2;""RANGSIT"";2555;1;""CS341"";""471"";""OPERATING SYSTEMS 1"";3;""050001"";0",
"W;2;""RANGSIT"";2555;1;""CS341"";""471"";""OPERATING SYSTEMS 1"";3;""650001"";1",
"W;2;""RANGSIT"";2555;1;""CS341"";""521"";""OPERATING SYSTEMS 1"";3;""050001"";75",
"W;2;""RANGSIT"";2555;1;""CS341"";""521"";""OPERATING SYSTEMS 1"";3;""650001"";55",
"C;2;""RANGSIT"";2555;1;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""100001"";0",
"C;2;""RANGSIT"";2555;1;""CS342"";""471"";""NET-CENTRIC COMPUTING 1"";3;""650001"";0",
"C;2;""RANGSIT"";2555;1;""CS342"";""521"";""NET-CENTRIC COMPUTING 1"";3;""100001"";0",
"C;2;""RANGSIT"";2555;1;""CS342"";""521"";""NET-CENTRIC COMPUTING 1"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""070001"";0",
"C;2;""RANGSIT"";2555;1;""CS351"";""471"";""DATABASE SYSTEMS 1"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS365"";""471"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""020001"";0",
"W;2;""RANGSIT"";2555;1;""CS365"";""471"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS365"";""521"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""020001"";43",
"W;2;""RANGSIT"";2555;1;""CS365"";""521"";""ARTIFICIAL INTELLIGENT SYSTEMS"";3;""650001"";38",
"W;2;""RANGSIT"";2555;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""020001"";0",
"W;2;""RANGSIT"";2555;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""090001"";0",
"W;2;""RANGSIT"";2555;1;""CS375"";""471"";""COMPUTER GRAPHICS 1"";3;""650001"";2",
"W;2;""RANGSIT"";2555;1;""CS376"";""471"";""GEOMETRIC MODELING"";3;""000001"";0",
"W;2;""RANGSIT"";2555;1;""CS376"";""471"";""GEOMETRIC MODELING"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""080001"";0",
"W;2;""RANGSIT"";2555;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS381"";""471"";""OBJECT-ORIENTED ANALYSIS AND DESIGN"";3;""650002"";1",
"W;2;""RANGSIT"";2555;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""090001"";0",
"W;2;""RANGSIT"";2555;1;""CS383"";""471"";""SOFTWARE PROCESS AND QUALITY ASSURANCE"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""020001"";0",
"W;2;""RANGSIT"";2555;1;""CS385"";""471"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS385"";""521"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""020001"";30",
"W;2;""RANGSIT"";2555;1;""CS385"";""521"";""SOFTWARE REQUIREMENT SPECIFICATION AND MANAGEMENT"";3;""650001"";16",
"W;2;""RANGSIT"";2555;1;""CS386"";""471"";""SOFTWARE CONFIGURATION MANAGEMENT"";3;""030001"";0",
"W;2;""RANGSIT"";2555;1;""CS386"";""471"";""SOFTWARE CONFIGURATION MANAGEMENT"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS386"";""521"";""SOFTWARE CONFIGURATION MANAGEMENT"";3;""030001"";13",
"W;2;""RANGSIT"";2555;1;""CS386"";""521"";""SOFTWARE CONFIGURATION MANAGEMENT"";3;""650001"";9",
"W;2;""RANGSIT"";2555;1;""CS387"";""471"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""030001"";0",
"C;2;""RANGSIT"";2555;1;""CS387"";""471"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS387"";""521"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""030001"";29",
"C;2;""RANGSIT"";2555;1;""CS387"";""521"";""WEB APPLICATION AND ENTERPRISE PROGRAMS"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""020001"";6",
"W;2;""RANGSIT"";2555;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""090001"";33",
"W;2;""RANGSIT"";2555;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""650001"";40",
"W;2;""RANGSIT"";2555;1;""CS395"";""521"";""COMPUTER GRAPHICS"";3;""650002"";1",
"W;2;""RANGSIT"";2555;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""000001"";6",
"W;2;""RANGSIT"";2555;1;""CS396"";""521"";""COMPUTER GRAPHICS  MODELING"";3;""650001"";2",
"W;2;""RANGSIT"";2555;1;""CS399"";""521"";""THREE DIMENSIONAL  INDUSTRY CONCEPTS AND PRACTICES"";3;""650001"";5",
"W;2;""RANGSIT"";2555;1;""CS399"";""521"";""THREE DIMENSIONAL  INDUSTRY CONCEPTS AND PRACTICES"";3;""830001"";4",
"W;2;""RANGSIT"";2555;1;""CS401"";""521"";""SPECIAL PROJECTS  1"";2;""000001"";61",
"W;2;""RANGSIT"";2555;1;""CS401"";""521"";""SPECIAL PROJECTS  1"";2;""650001"";52",
"C;2;""RANGSIT"";2555;1;""CS406"";""521"";""SELECTED TOPICS  IN ADVANCED  SOFWARE ENGINEERING TECHNOLOGY"";3;""020001"";0",
"W;2;""RANGSIT"";2555;1;""CS409"";""521"";""SELECTED TOPICS IN COMPUTER SCIENCE"";3;""650001"";13",
"W;2;""RANGSIT"";2555;1;""CS409"";""521"";""SELECTED TOPICS IN COMPUTER SCIENCE"";3;""830001"";15",
"C;2;""RANGSIT"";2555;1;""CS426"";""471"";""PARALLEL ALGORITHM DESIGNS"";3;""900001"";0",
"C;2;""RANGSIT"";2555;1;""CS426"";""521"";""PARALLEL ALGORITHM DESIGNS"";3;""900001"";0",
"W;2;""RANGSIT"";2555;1;""CS427"";""471"";""INTRODUCTION TO PARALLEL COMPUTING"";3;""080001"";0",
"W;2;""RANGSIT"";2555;1;""CS427"";""471"";""INTRODUCTION TO PARALLEL COMPUTING"";3;""650001"";0",
"W;2;""RANGSIT"";2555;1;""CS427"";""521"";""INTRODUCTION TO PARALLEL COMPUTING"";3;""080001"";6",
"W;2;""RANGSIT"";2555;1;""CS427"";""521"";""INTRODUCTION TO PARALLEL COMPUTING"";3;""650001"";2",
"W;2;""RANGSIT"";2555;1;""CS446"";""471"";""NET-CENTRIC COMPUTING 2"";3;""020001"";0",
